config,model,R2,MAPE,RMSE,NRMSE,s_R2,s_MAPE,s_RMSE,s_NRMSE
Conf3,XGBoost,0.6371805322494801,0.6657955251214369,36.46157392789429,47.50223299664613,0.08926805596750936,0.2745834600267387,3.7024320004489004,5.043752784615669
Conf4,AdaBoost,0.6995697618128389,0.7770666318663236,32.97521222252173,42.984108086370576,0.09573121396954609,0.3871946611105779,4.471848512416904,6.236031627488205
Conf4,BaggedDT,0.6923219689339046,0.6583085552930207,33.50968380241299,43.68675636590039,0.0832962912514199,0.2603269171878606,4.503425129756704,6.381137996190498
Conf4,BayesianNN,0.6576585797469644,0.7852943350985758,35.10204103180716,45.76671297080448,0.12384006670309186,0.36256612402046695,6.488215285552559,8.903295014840428
Conf4,CatBoost,0.7012859146868523,0.7732053819418321,33.021095818868716,43.05519477500146,0.07976841776522302,0.3133512887271112,4.411353100111828,6.294430692170412
Conf4,GBDT,0.6791985826882202,1.186733413094011,34.4414661776663,44.91352018700006,0.06667225427677859,0.6957411336571215,4.541355042832048,6.5486036590833505
Conf4,KNN,0.2680096261811114,3.2120649589343713,52.27848172641914,68.14022380410947,0.0411308570312995,2.8429709319082512,4.284476852001035,6.431020214223533
Conf4,LightGBM,0.6923182106074671,0.722514336019941,33.53092381579687,43.71536919098453,0.08369225669646942,0.36467825093741185,4.6597031329323375,6.586659234781791
Conf4,MLP,0.5456847217118923,0.6075833410681545,40.803006590107415,53.22959980484495,0.1335733937730891,0.2293604283658283,6.941950778043578,9.825644474354318
Conf4,RF,0.6927578501436463,1.43265088320272,33.80887241115473,44.08759552927164,0.0458519144986716,1.0184601428525326,3.911788691855063,5.78983810038535
Conf4,SVR,0.24635543923986708,2.1048113072611767,52.68705695628171,68.63246459442868,0.1314519841741663,1.3953362458212701,2.8698371480442155,4.158088861770138
Conf4,StackEns,0.6808562103181023,0.7726877715079066,34.15621230211661,44.53056850629089,0.08605597784287075,0.3544834031799277,4.740200822217719,6.70047963181191
Conf4,XGBoost,0.6520440158108463,0.6675815454207855,35.48005071590235,46.232492611649555,0.10525354649056805,0.2890006077259932,3.8782536742433047,5.394558396729463
Conf1,▸ Average,0.24990752138447903,2.7733182813347326,52.80882010721513,68.84007533836957,0.07257739181568083,2.126967449337334,5.0778573979302335,7.520172624172198
Conf2,▸ Average,0.2660450876736451,2.7675124458288956,52.28694333439765,68.15956881988386,0.060606747941490895,2.142729215424635,4.626382739786556,6.964351258850907
Conf3,▸ Average,0.5980772956824428,1.2211079286072695,37.59178805113525,48.99927544413245,0.10134713082591723,0.8020714458798511,5.0439107642215015,7.055996772768374
Conf4,▸ Average,0.6006717401568094,1.1417085383924015,37.64950863092131,49.0812172022214,0.0896931812060995,0.7094558446245295,4.641867347500608,6.6041489919857845
Conf1,▸ Ensemble,0.3313135788548559,2.3864366317952155,49.90853705191493,65.06224640457154,0.06526373936626628,1.716414640968836,4.395867487982245,6.711252638261879
Conf2,▸ Ensemble,0.3338658977365875,2.516278371125522,49.83769533910096,64.96616008385925,0.047125319302659195,1.8233804328830914,4.0121422819165,6.218997486614095
Conf3,▸ Ensemble,0.7266771850958946,0.9186260654148709,31.65674088387295,41.27889432407533,0.06903171341173801,0.5635899413215726,4.336278554054351,6.204082905858247
Conf4,▸ Ensemble,0.7181639564450986,0.9066651520572673,32.16035933923327,41.93518619977036,0.06846686737996496,0.5112378713663652,4.168277078034862,6.014804090924149
