epoch,train_loss,test_loss,train_R2,test_R2,train_RMSE,test_RMSE,train_%RMSE,test_%RMSE
1,1.8784128641540354,0.49719004333019257,-0.8784128527640889,-0.007232704021325365,88.91056699163782,45.816055554109,111.9931296645085,57.71061442978134
2,1.1668301725929433,0.3994059239824613,-0.1668301714087559,0.18583720478371202,70.07476974470674,41.1915764965431,88.26726720759326,51.88554885828977
3,0.9461057707667351,0.3337132898469766,0.05389424579928137,0.32206010558825815,63.09975836270597,37.5879277277112,79.48143465082528,47.34633695706443
4,1.0561720243909143,0.4961445073286692,-0.056172012704264196,-0.004811830974443376,66.66919046634793,45.760963230636655,83.97754670969259,57.64121928435686
5,0.9441886462948539,0.48208354810873666,0.05581134230342921,0.015050444983909284,63.03579634397624,45.306423645242965,79.40086709963784,57.068674170237465
6,0.9890550557862628,0.36473478575547535,0.010944951534669345,0.2594656969978374,64.51609700617063,39.284875198177545,81.26547678117531,49.4838383196603
7,0.8716881594874643,0.4283842667937279,0.1283118426616584,0.12692070384374288,60.567329731360196,42.655951337116186,76.29154825517226,53.7300981278178
8,0.8202516463669863,0.4438085595766703,0.17974835597881023,0.10167299940198449,58.75318423586489,43.268318118894356,74.00642244187719,54.50144482725307
9,0.829059480198405,0.5236696672936281,0.17094050530781646,-0.06718092192116942,59.06778737486856,47.159784709011454,74.40270143695562,59.403196521774106
10,0.7640289637175474,0.3625979411105315,0.23597103536630415,0.2592587053136156,56.703878562976016,39.29036520336417,71.42508522053609,49.49075361537291
11,0.784044773741202,0.3241275236010551,0.21595524379260933,0.3355930356685184,57.44183186944845,37.210874407004766,72.35462265499979,46.87139474417446
12,0.7657546956430782,0.5081162894765536,0.23424530755083994,-0.03466041548718701,56.76788154603925,46.435668744678956,71.50570437103356,58.49108881816157
13,0.7692612133242868,0.2740097507834435,0.23073879722453083,0.4399123891380732,56.89770758994246,34.16494851055123,71.66923527023539,43.03469922628301
14,0.7384232045574621,0.4566674532989661,0.26157679132738987,0.06850518388055848,55.74559089409767,44.05984942582521,70.21801120461305,55.49846994237762
15,0.6388715597716245,0.3522594805806875,0.3611284355849744,0.2798908962539072,51.8518950657086,38.73931509045873,65.31345152697715,48.796642343401565
16,0.7411497116766192,0.2849469631910324,0.25885028634577034,0.4154423457390545,55.84841173442131,34.90329784055825,70.3475259303898,43.964735498135326
17,0.7137453604828228,0.5618309249480565,0.2862546449305412,-0.14267843603618613,54.8061760820986,48.799436071257425,69.0347097320348,61.4685268174843
18,0.7451028868556022,0.4420630430181821,0.25489712786953944,0.10126235281913487,55.99715631579236,43.278206476302756,70.53488691291453,54.5139003556664
19,0.7589612516489896,0.3460993568102519,0.2410387528880522,0.2973852459424494,56.515510487635794,38.26585487174466,71.18781387023398,48.200264505990845
20,0.7792212972586805,0.47577945291996004,0.22077868883659713,0.02896665925526265,57.26486814200528,44.98522099624844,72.13171639825167,56.66408232998057
21,0.6696894564411857,0.3434011441965898,0.3303105553372039,0.3001365662426656,53.087782020631224,38.19086008175205,66.8701939106619,48.105799904943
