epoch,train_loss,test_loss,train_R2,test_R2,train_RMSE,test_RMSE,train_%RMSE,test_%RMSE
1,1.536881955770346,2.5272083282470703,-0.5686716418303315,-1.615878548472652,76.5338949244475,98.07358986562991,102.21119304602757,130.97750527878546
2,1.506138719045199,1.204171061515808,-0.5175340818653793,-0.2661312306336894,75.76454910045149,68.23114272665876,101.45719260266925,91.36912014008911
3,2.9103302359580994,1.5582547560334206,-1.8773830045004853,-0.6333739678723631,105.31850760003738,77.49721560508809,140.5433746116434,103.41696300433834
4,3.622405070524949,3.0243356227874756,-2.777428968893406,-2.2001537136785627,117.49842941118344,108.47476148840056,158.3741328692689,146.21128448284654
5,2.6514174663103542,1.252873808145523,-1.6810064300662728,-0.2506341494512532,100.5246622009598,67.81229237233045,133.2248253505849,89.87128740473663
6,2.2972464378063497,1.9748300313949585,-1.376898306996316,-1.0226150364287303,93.57015613359813,86.23824305002093,123.53486915847142,113.85499941273987
7,1.9034809607725878,1.309182494878769,-0.8646708484269572,-0.34211157434393624,85.17415451755434,70.24858730983466,111.20946088852912,91.72157407558849
8,1.6360651071255023,1.0941219925880432,-0.6371310422214342,-0.10544226471515827,78.96485684515525,63.754569382091915,105.30210235410694,85.01870906674034
9,1.3252763610619764,0.9112055450677872,-0.30523681328916674,0.052991811668055555,71.07007745002943,59.00925766704924,92.90018265895219,77.13472409949907
10,1.638039882366474,1.6231796741485596,-0.6060784584342984,-0.6707021105436051,79.01249824370169,78.37775051271579,104.82056094267105,103.97848387008169
11,1.8969819866693938,1.0671683847904205,-0.8803748713547412,-0.1089658064910275,85.02862693618702,63.85609579003753,111.3603142335707,83.63106813713831
12,1.3750486236352186,1.676668792963028,-0.3579189805713878,-0.7153437715180604,72.39233574059381,79.41798595959558,95.0108882027276,104.23166082568831
13,1.3884334839307344,1.0585150122642517,-0.4056469862437606,-0.09370617753070798,72.74381856622396,63.41523654592436,96.43340082362661,84.06689454432441
14,1.4731719952363234,0.96485935151577,-0.4372282339073392,-0.01347763808894853,74.93078634515808,61.04503815391327,97.74322558841439,79.63000558737457
15,1.0969153046607971,1.4992895424365997,-0.0816115881353856,-0.5399347881139087,64.65767862776131,75.24791125970887,85.66866976905231,99.7002768631898
16,1.3042311576696544,1.0040330588817596,-0.28343905038046624,-0.0660271761568616,70.50352738250449,62.607652830528274,90.15186369429888,80.05552053553541
17,1.0050631073805003,1.3559446036815643,-0.0881724492080953,-0.4037497596310513,61.891388625549546,71.8436075180767,83.89971893678062,97.3909070717266
18,0.9705089857945075,1.0507363379001617,-0.020331737207438305,-0.09459685373312698,60.81816901790352,63.44105287053197,80.36531380054906,83.83120051306793
19,1.0913635125527015,1.1531595885753632,-0.07817124333722014,-0.18727771704319007,64.49384598855733,66.07230268932884,84.40128697424052,86.4669689774795
20,1.2138051757445703,1.1585436761379242,-0.2099772368793471,-0.18861044606851407,68.01552437768983,66.10937564080847,88.36410403227669,85.88768226198408
21,0.9278796727840717,1.037649393081665,0.08884202198898872,-0.05824416205933769,59.46746055108776,62.378686387488834,75.85164502406793,79.56495759334915
22,0.876112332710853,1.1975582838058472,0.11265561622052822,-0.2400749973032914,57.78477895659262,67.52541466466249,75.26775535551195,87.95545268205026
23,0.9941961077543405,1.276095688343048,0.023179989686553215,-0.33742407841515765,61.55588601785892,70.12580392940397,79.9118963533649,91.03737006851124
24,0.8846928614836472,1.1447225213050842,0.14212999803422965,-0.18814841465792997,58.067057821673224,66.09652551945476,75.90670734860008,86.40302794008441
25,0.7620485379145696,1.2162190675735474,0.2499447364863131,-0.26122092790384666,53.892071557967014,68.09870739020451,70.72053906891675,89.36337307708723
26,0.9226246682497171,1.0885091125965118,0.07345614889935237,-0.10357208349666536,59.29882558933737,63.70061673615664,77.93902042179782,83.72448559205786
27,1.1277034190984874,1.077827662229538,-0.1729637072666501,-0.11008796626725914,65.55880149105187,63.88839553435282,88.48739048032459,86.23277537465852
28,0.7818185893388895,1.114435851573944,0.23393251035338458,-0.13799326858141137,54.5866648950507,64.68642216268663,72.13266054415118,85.47882052599613
29,0.9786444237599006,1.0134429335594177,-0.00860286001128241,-0.027918702431565245,61.0725456146995,61.47841583371568,81.94941361858686,82.49402537692853
30,0.7271540623444778,1.1637901216745377,0.2515413377864163,-0.2096736522101621,52.64374580671184,66.69256103427115,69.77912793585752,88.40079058711396
31,0.7340752046841842,0.9530069231987,0.24763101082038896,0.019099698141936683,52.89368692912769,60.05590533468749,70.67853222883758,80.24895761978472
32,0.7315203066055591,1.1022309362888336,0.2692402424085455,-0.14351370048070033,52.8015593644091,64.84313001588534,69.7611678272859,85.67043341022585
33,0.8939092342670147,1.202861726284027,0.0783274201939026,-0.23219404836525404,58.36873363898138,67.31050324846737,77.37130623287636,89.22416565926842
34,1.0981562985823705,1.9439805746078491,-0.08298270263318464,-0.9954296331613983,64.69424318622028,85.65673039437219,83.3331987291466,110.33515479725926
35,1.2578477400999803,1.6372120380401611,-0.26720560158952655,-0.7185679190716583,69.23849112237177,79.4925876523929,89.93957868473419,103.25946920737306
36,1.6280129047540517,1.443341314792633,-0.5932776922218921,-0.5085280941803669,78.7702967451483,74.47662460829065,102.9101202522364,97.30061598240624
37,1.0085468154687147,1.116288349032402,-0.02830282922682481,-0.13764221054655335,61.99855879976839,64.67644387876926,82.07416485788109,85.61916954346096
38,1.1288042160180898,1.1664626747369766,-0.1304206951972744,-0.22447101190329355,65.59079161387584,67.09923028040481,85.92992707673197,87.90611948766693
39,1.033891301888686,1.0286979675292969,-0.044327815038136986,-0.06580937703388723,62.772727678714546,62.60125684516385,81.98067329049292,81.75673377242519
40,0.7679717288567469,1.2058120965957642,0.2350368753190878,-0.23337495663394958,54.10110998524522,67.3427499933277,70.36109105418763,87.58247964620656
41,0.7490800619125366,1.0833488702774048,0.2742784289453033,-0.10828513660967864,53.431538001517154,63.83649573000884,69.0886961765316,82.5426409836791
42,0.6518950645740216,1.1741952300071716,0.35163524186270423,-0.22022945702296637,49.84509247518413,66.98291394463625,65.0864244396961,87.46454566974157
43,0.731196655676915,1.350194275379181,0.2731999318373163,-0.39068384196807204,52.789877673932445,71.50847042922298,69.1313111810477,93.64436022863606
44,0.8395613409005679,1.1222517937421799,0.1797295561150304,-0.16101668604556685,56.56656106523161,65.33750027159694,73.25120632752693,84.60918647326643
45,1.002770721912384,1.4101576060056686,-0.007009715258661009,-0.4640311306803764,61.82076645689238,73.36998663324076,80.26762852375681,95.2630510651552
46,0.841732593683096,1.2743393182754517,0.1812199066010567,-0.3423852265844507,56.63965891840079,70.25574867550122,74.1446219078363,91.96887873038919
