epoch,train_loss,test_loss,train_R2,test_R2,train_RMSE,test_RMSE,train_%RMSE,test_%RMSE
1,1.1610223480633326,0.9518377582232157,-0.1801209963034236,-0.0545907800567087,1.3006072211194348,1.2131479710134627,76.95686721954897,71.7819075636018
2,0.9248926277671542,0.8346259593963623,0.0634503417656197,0.08155786818306776,1.1608377619731591,1.1321336269367794,68.60718510909405,66.91072935072006
3,0.9502495229244232,0.8507967193921407,0.06293112152216374,0.07632793861728282,1.1766429464634722,1.1353524328948887,68.97798677501503,66.55742537410092
4,0.7124332934617996,0.9555040796597799,0.27746138147992006,-0.018737140601410962,1.0188212087307007,1.1923475426980576,60.45641258373499,70.75339065071444
5,0.7371795092310224,0.669528474410375,0.2891531300694451,0.26569152368492455,1.0363644218162762,1.0123042539033222,61.440547185693916,60.01414750346551
6,0.6584212098802839,0.678178479274114,0.3523767670169514,0.2542692200360356,0.9794398682125325,1.0201471617225384,58.69056250549497,61.12984850121279
7,0.6087578109332493,0.8941676417986552,0.40436108278255234,0.03387389036401034,0.9417771361967249,1.1611510004294825,54.8482722516029,67.62441319606843
8,0.6090063537870135,0.9761766990025839,0.4098653300502527,-0.04180776160848487,0.9419693728758799,1.205773085156884,55.247285022725755,70.71959155637163
9,0.48671121895313263,0.7427754998207092,0.5076118851448699,0.2044325092837862,0.8420958874663533,1.0536838055086661,49.89227272161871,62.42837730150052
10,0.4555143213697842,0.7440480589866638,0.5489026353691285,0.20640751118816103,0.8146609361330166,1.0523751040510374,48.26756076238691,62.35180432330545
11,0.47029563039541245,0.8859025438626608,0.535453463749268,0.06378633078112861,0.8277731610543145,1.1430343452394243,48.17515541496264,66.52288310050217
12,0.45086110809019636,0.8943579991658529,0.547934927429494,0.04593592336565344,0.8104892477848695,1.1538797797601135,48.27473938530216,68.7279267456424
13,0.37845468733991894,0.8444879849751791,0.6127046473795834,0.09952004694629613,0.7425621537369386,1.1210082674305248,43.55847316077225,65.75800865172387
14,0.3323844277432987,0.7989701231320699,0.6495327870656179,0.14754417204939785,0.6958989910551883,1.0907060779769964,41.21983404839515,64.60524315693723
15,0.28391323717577116,1.1145521402359009,0.7127551885107911,-0.186776133260669,0.643159489038543,1.286933757690464,38.714446404221306,77.4658989520169
16,0.28873471756066593,0.8981460730234782,0.7081078953332405,0.04801913285717685,0.6485976546725625,1.152619336688669,38.807417312795174,68.96444857522016
17,0.38151666788118227,0.8978484670321146,0.6192318259689973,0.013715046161125843,0.7455600501029453,1.1732025413404858,44.19347580829754,69.54221611231036
18,0.41594194940158297,0.9088681141535441,0.58868645033253,0.014354570049520121,0.7784706252904974,1.1728221174513251,46.31765758285836,69.78089021848731
19,0.28180292727691786,0.9873082240422567,0.7269062432386788,-0.06062793261743149,0.640764759710507,1.2166154333010017,37.61726509633704,71.42363024997721
20,0.2547452694603375,0.9675662318865458,0.747522099259732,-0.02803703376506239,0.6092267109687461,1.1977775561971415,36.22498271377297,71.22056614883486
21,0.2314637561461755,0.9819798668225607,0.7695387064222129,-0.04635612733086458,0.580720772653306,1.208402324596319,33.93513159961599,70.61447401493174
